Occupancy status,Income owner,Income tenant,Housing type,Heating system,Performance,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Owner-occupied,C1,C1,Multi-family,Heating-District heating,A,1039.8618968906285,1611.7859401804742,2183.70998347032,2755.6340267601654,3327.5580700500113,3899.4821133398573,4471.406156629703,5043.330199919549,5615.254243209395,6187.178286499241,6759.102329789087
Owner-occupied,C1,C1,Multi-family,Heating-District heating,B,2061.2280754301196,2686.0020133892335,3382.244996368603,4088.9839533922336,4796.6268939820775,5514.55928153954,6242.539709530643,6973.184681079797,7715.900282974737,8470.590553772796,9237.169550332887
Owner-occupied,C1,C1,Multi-family,Heating-District heating,C,5863.597087787453,6581.214784654251,7306.266839895079,8019.776374159943,8719.60246958622,9408.824828882834,10087.552920678672,10755.738286167736,11417.746700582351,12073.695819237655,12723.574469120722
Owner-occupied,C1,C1,Multi-family,Heating-District heating,D,10531.461831905275,10963.847242308166,11365.299496628084,11769.330507567634,12181.711965657842,12595.645144561748,13010.565926247617,13424.930613988336,13839.908623229632,14255.06493194187,14670.018147731898
Owner-occupied,C1,C1,Multi-family,Heating-District heating,E,10683.998147703507,10849.45045646116,10962.494869222819,11057.829259962295,11141.226719830865,11206.979377548683,11255.402784139018,11294.586773652385,11318.300345858821,11326.849375056003,11319.19357925057
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,C,50838.193499432804,51407.970346532034,52119.28506041228,52806.05113843731,53416.734913802415,53990.07714360039,54535.03709315159,55243.59303290547,55935.27909276967,56609.9304593626,57268.140963681384
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,D,77967.53207312459,77088.40665347183,75576.9477278285,74063.02912343349,72586.9625535389,71089.83672370842,69582.14168457886,68572.5877873956,67563.43502811893,66554.5623256363,65546.76261396066
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,E,45205.48967966379,44345.65237339001,43006.769244222276,41665.40728870867,40365.538083233645,39060.033765234875,37748.8954072231,36769.543433533436,35791.263711227606,34814.39343246208,33836.74715162781
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,C,232.64633292439143,226.8379822824838,236.68004565271102,243.77861510866722,246.45298923427467,246.5934124204795,244.19433906511082,238.32336130216675,230.0590011683743,219.3862495918109,206.04095509923582
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,D,2150.0327822958266,2067.8954625700967,1991.2274724377335,1908.9917609253791,1819.188977258985,1724.2564981696773,1624.2880944246301,1518.5808770952092,1408.1594441740194,1293.0694426177108,1171.9478073974062
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,E,4264.847200893641,3973.8224154030986,3678.26306703228,3391.4240620550213,3114.7379603735903,2846.288052466382,2585.922833192684,2334.2940840459105,2090.3177282842385,1853.8885141055396,1622.803345103008
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,F,3963.1673036158963,3699.8435070005,3427.647354962867,3162.808687071216,2907.458049735194,2659.1365330908725,2417.775514750514,2183.988479461632,1956.9165577293943,1736.5197926953224,1520.7892768906672
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,A,21985.800989927407,29657.044802591852,37422.51714379533,45191.96554663609,52964.23175931818,60749.373975056966,68538.46026382237,76189.53389566483,83842.59715907229,91497.74372103933,99155.6990967011
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,B,14609.22359726652,16538.3859227289,20037.41384981229,23648.404177593224,27151.26367221143,30774.950817706296,34421.12656553596,35971.3803487555,37546.18759401924,39145.950866578154,40780.86266793369
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,C,39088.17027894198,40806.335519946726,43584.09311019884,46396.048889558464,49415.5948040921,52556.55442660616,55739.99299262368,57002.49180713119,58277.22132669543,59563.996888589725,60872.1787675626
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,D,670.338203150993,821.2399926728646,1080.1725437465461,1324.512800637105,1555.9402036207298,1780.7785730526623,1997.6127123969195,2059.27432534631,2117.9019349577843,2173.7087262698515,2227.2881905077206
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,E,446.58961713004203,441.6111112647988,433.5558460670519,425.51310383845396,420.3746516463519,415.0761204953056,409.2508481007569,403.664897988802,397.93887742029585,392.0749412238768,386.0140445794717
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,F,23.92457255297595,22.89688364472797,21.57611956035941,20.327199080352013,19.27513988844086,18.268101370014683,17.315689060249873,16.477249903653238,15.672439820367378,14.900032100052458,14.156758215182988
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,C,5390.755267615762,6685.310654041047,8026.6384583824,9372.844047223964,10707.504722062595,12051.531092102001,13408.003798987238,14879.587401188708,16356.555542341921,17839.415153925103,19331.205243635955
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,D,93842.451001086,93620.27322520543,94209.39006988119,94685.03680478044,94238.59889908992,93784.30712444625,93454.1667767242,94808.88499578835,96178.77857196343,97565.62584322738,98982.71864099054
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,E,85026.76795098788,83166.37115434655,81280.11607417438,79399.41030940339,77272.68816710828,75188.39616512883,73167.99486494693,72724.43545975437,72302.89162054188,71901.7325627008,71514.04901269807
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,F,48203.264178877085,47777.41389791826,46896.081763164344,45988.98388946345,45349.90139847891,44696.49059555639,44181.13688263828,44855.995591800405,45503.012850852334,46122.61404491881,46717.19710749238
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,G,55412.994092132496,53275.760100585096,50316.35682427091,47501.216661596285,45551.67511259526,43687.008961160034,42278.269261059715,42497.08269174288,42757.81748221671,43059.58432863348,43404.421979002254
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,C,40234.923419851206,42852.743625734634,46368.75716296314,49712.03764975486,52125.49716150098,54338.171415745586,56497.91159585465,58841.03576293865,61112.505108648045,63313.60810796244,65453.928471958134
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,D,188817.8644813404,187108.38935813704,183315.7672751289,179495.98346861883,175568.68076120157,171343.4976850521,166981.37532073385,165465.251366507,163922.40458250098,162350.58160449684,160755.33077837792
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,E,45176.048438160185,44082.94976371677,42460.665330377895,40828.375468482314,39261.760223157755,37656.78840277011,36051.09785033763,35241.54655353879,34429.21377055831,33613.884873833056,32795.87632875763
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,F,81266.147288043,81530.32656525039,79767.47254360182,77762.73275358535,76565.27401795154,75087.26989318986,73487.84365968884,73655.3649529037,73685.83502699544,73579.90521785678,73340.84327452732
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,G,8839.608900809777,8698.694376064032,8241.411743706727,7745.51225441462,7358.583307098953,6949.615240773041,6547.976366185136,6478.476026564715,6380.923037653112,6258.7242370756285,6116.536011956047
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,D,37872.47466496406,36195.82873595784,35348.73718947793,34352.42649656582,32586.917227894377,30764.686786129543,28904.506550723912,26959.963632324158,24952.545928838936,22880.03028933087,20720.07868186916
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,E,60947.466742097204,57857.7923250893,55680.29570848032,53308.76109898624,50044.30861366681,46724.10706071458,43330.9581739308,39872.753297647374,36387.57487387036,32880.05899541371,29316.70897598574
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,F,34230.490995629734,31627.001383733907,28935.09470108567,26372.039075048255,24053.943565736023,21836.969648598744,19800.73243213038,17806.07213916721,15888.008913822514,14043.724232705043,12254.211916131328
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,G,117115.16237188573,109211.04840108237,99841.81032676499,90879.3679678167,83524.70146740334,76367.76293110933,69326.11573853873,62570.2360302,56012.522576499825,49653.03813462375,43431.41720552102
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,B,5967.457396352955,8822.26325763825,11722.138477193552,14633.88556127864,17543.950971433245,20470.96963321878,23401.743287315025,26189.62543374121,28981.772513552805,31778.361623272485,34581.8403797752
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,C,32818.043654789326,36704.89619452793,41359.57099352611,46173.671364548994,50610.80217076695,55197.36831168056,59729.41006149673,61967.02171255836,64216.255724479284,66476.14426784226,68760.81995690263
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,D,32317.158879041814,34999.64246621047,37903.80851986758,40819.322064184744,43711.53199827358,46652.56161392804,49359.40397818082,50384.13564611391,51388.05775542693,52370.790534968866,53340.278982409174
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,E,21624.060485726033,23481.836875914436,25836.948204251723,28256.897983618117,30675.178652643724,33194.08383870025,35587.87338253634,36283.32701658071,36957.62760622215,37607.817136452555,38233.081531452815
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,F,31833.864793940844,34989.63204986129,38072.55794739523,41043.88291463884,44158.632324496895,47218.24473256459,49966.14551716643,50832.352764725896,51622.54383083807,52337.31573833396,52979.03434210548
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,G,11371.115937858604,11817.771352294949,12204.823107118951,12545.49198231698,12907.178913626594,13224.853054738895,13454.702086167566,13293.811297665523,13114.62386388066,12918.166543482153,12706.994553507026
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,A,4823.734255113792,10684.443450549597,16798.69169296019,22933.083322927847,29082.941368329222,35255.42564864787,41441.826483747755,47309.98354023823,53182.79615161191,59060.05391036005,64943.0919622049
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,B,7525.532035524557,8867.536814664527,11333.466928944412,13782.121245082759,16209.847220685671,18632.89385582079,21011.120113152472,22020.17011056753,23016.42088488145,23999.75961742136,24976.890570836953
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,C,4564.785049907988,5026.494143190941,6042.771793564011,7061.059731080466,8065.4187782025165,9086.706862111956,10111.834228753276,10415.759228764418,10715.778612618706,11012.119641677715,11307.27292070599
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,D,632.1455371418652,863.8070551343511,1407.4869275229366,1947.4688433856004,2464.135256837078,2978.4367974339575,3491.995661629424,3608.193300081474,3720.1526453179113,3827.976958958449,3932.5578615778163
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,B,1050.2814048174453,1350.3618061938582,1650.4422075702712,1950.5226089466842,2250.603010323097,2550.6834116995096,2850.7638130759224,3150.844214452335,3450.924615828748,3751.0050172051606,4051.0854185815733
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,C,57919.83220966958,57524.71097683814,56692.23455568334,55832.22589522572,54904.88816346458,53963.02003135534,53007.819236413925,52760.195930080656,52498.37038304368,52223.40257861606,51932.09855234583
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,D,29360.44749061716,28857.82608568274,28028.40745995455,27206.965620797007,26396.93340290644,25596.099016672986,24814.85310100187,24416.914761036936,24021.697737971685,23629.599790940454,23238.616542700252
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,E,26129.006950374685,25014.71822945379,23612.288231666837,22274.86875569092,21005.31386156979,19796.671131412713,18664.237770355645,17885.415600437518,17135.424881042276,16413.415827198267,15715.373644869609
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,F,20417.93080950289,20154.94324046518,19795.608598048162,19432.43283758702,19080.84197713818,18724.881172643105,18374.278415915265,18036.845530876126,17696.784330429095,17354.345231701813,17008.22436764869
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,G,12537.75408751003,12167.49554466731,11743.165317893083,11329.22780934617,10934.216936016634,10548.298259797108,10183.741595197678,9846.791158467606,9518.155027097324,9197.680347235242,8884.541197427616
Owner-occupied,C2,C2,Multi-family,Heating-District heating,A,1500.4020068820646,2325.6231106672003,3150.844214452336,3976.0653182374717,4801.286422022607,5626.507525807743,6451.728629592879,7276.949733378015,8102.17083716315,8927.391940948286,9752.613044733422
Owner-occupied,C2,C2,Multi-family,Heating-District heating,B,3254.0663712178084,4256.224814783557,5348.517836126908,6460.021492674268,7573.976514485099,8707.074934551745,9859.010561914229,11017.204510600675,12196.554694387412,13396.946700507096,14618.239482884726
Owner-occupied,C2,C2,Multi-family,Heating-District heating,C,9094.337137987406,10163.333197934275,11244.953731942167,12309.509910788205,13353.62441387868,14382.22492837217,15395.504725586548,16393.91268079753,17382.7943628728,18362.334894283576,19332.45047654074
Owner-occupied,C2,C2,Multi-family,Heating-District heating,D,15721.250653080282,16287.878510439463,16812.31433966459,17338.904062748996,17877.78731639193,18417.192241095654,18956.359639390233,19494.957157460634,20033.25782568082,20570.68424527997,21106.605750525814
Owner-occupied,C2,C2,Multi-family,Heating-District heating,E,15278.383833813466,15421.895360970684,15497.403792457784,15549.808581064088,15588.968713399518,15605.040007850002,15598.604812564497,15581.270434134334,15544.308081369689,15488.255651262189,15411.721009351899
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,C,78285.75169242323,79406.73079683066,80741.52407569568,82035.62506989551,83191.45074399687,84287.45603988545,85332.56764206765,86560.71801521482,87757.68973582148,88923.22493858004,90058.55998318215
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,D,120770.44126347988,119218.44606689889,116937.24132379466,114646.62191963263,112421.22061619682,110165.63003860676,107887.84037776708,106291.31874236933,104695.51246790563,103100.26711304826,101507.15956078905
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,E,64921.57603288558,63512.70228754185,61555.35685988842,59591.05655367686,57696.393118500986,55796.660099784145,53886.94451173793,52426.814283956846,50970.978473828174,49519.90844669874,48070.576005754076
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,C,371.5271836423706,379.6398867180562,401.9354092290719,419.0342960356039,427.6063223024635,431.29162047640386,430.07668756834653,422.1757589509522,409.64882014991065,392.4645731980831,370.1437967954682
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,D,3408.39621219251,3281.2429818910055,3163.179324179085,3035.7532364496296,2895.4564250123753,2746.4668575819082,2588.9787161970207,2422.0292090683693,2247.166786557509,2064.503032188195,1871.8982712683826
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,E,6506.838541019121,6050.930864096638,5592.054006251946,5147.664570654294,4720.561217183567,4307.137095687416,3907.1192429390794,3521.5869537741005,3148.6934608825945,2788.2401843778775,2436.879041337117
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,F,5590.265931419269,5205.667374556796,4812.359774248264,4430.731373833354,4064.623121193873,3709.71021348677,3365.8579188743197,3034.1595779338895,2713.0417761016747,2402.412371052296,2099.460746014305
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,A,43792.750771700186,58634.30291227834,73689.64710948474,88782.90400822366,103806.56809443524,118865.35064587061,133942.17797904872,148737.04141424852,163539.98861928302,178351.5003455997,193173.3594286824
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,B,28781.792780958327,33911.15631623898,40878.08799008105,48074.228535394475,55368.06285712313,62990.64295929974,70725.18921511508,74149.09572657109,77643.15963904742,81208.06577063797,84864.80208145115
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,C,75029.88505857177,78818.58461664573,83778.61656326924,88803.38643281227,94021.19346519191,99439.33458717245,104941.45880341537,106932.70554100139,108942.88713021245,110971.66423977212,113036.41524547843
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,D,1523.7834162113577,1872.3212685385988,2329.883271201641,2761.3774266176665,3161.6471374187395,3547.06241568667,3919.7466069530547,4015.055714491941,4106.447547708421,4194.315304810393,4279.810663664423
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,E,991.896455338007,977.2368183851183,954.7153260419457,932.4824037925845,914.4458419446058,896.2424327253207,878.2084454227596,861.1625739864679,843.9975930808876,826.7210981525769,809.2553292937281
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,F,44.27006091354052,42.091242121864525,39.4305519855349,36.930712537123554,34.67837698303891,32.54265406065271,30.555947513098655,28.872058158437515,27.268840067622385,25.742711909836373,24.287691011180744
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,C,10447.181445550137,13003.098079620586,16697.919343171154,20369.794734643507,23347.608826516804,26365.83297994437,29410.406059198864,32715.756157782344,36061.00815316295,39447.637177223856,42882.85968365208
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,D,209812.476102564,209507.71467774312,210908.4175093471,211989.83407886585,212219.75138547804,212344.58343761106,212503.62647173,216188.1856916735,219909.57470020716,223673.83494217542,227496.81263462952
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,E,187551.35927876888,181932.40013470192,176205.73400023696,170584.95463896022,165165.2666670326,159868.59432907513,154953.61929135185,153342.84053091344,151803.72093980093,150332.74405781482,148914.99935887058
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,F,88608.99994640412,86875.07384269673,84630.63875553632,82371.89707484428,80431.43141566619,78493.35973025036,76907.75595001997,77467.29529611708,77993.16280166608,78486.67097439292,78955.88606424286
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,G,82640.19782099425,78012.14588775272,72169.6926905551,66736.23715554106,62369.32866829708,58276.098192763,55090.08188345912,54351.2739911028,53722.48451639507,53197.29625612036,52779.37808239845
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,C,85696.410263794,92890.73080386204,102725.41763299666,112109.77887208125,119584.97592780851,126524.85812928088,133037.1114266188,139855.22861259923,146493.17729264157,152950.72037700968,159234.77063380255
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,D,368856.13210676546,364157.30349540856,356251.7349924456,348256.16559616046,340648.59068125417,332447.9712445702,324063.8274518657,321258.6607324982,318384.7880229791,315435.82983441773,312425.59779681044
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,E,84648.5992153177,82014.2408801125,78502.50047374799,74988.08753887234,71713.9546718638,68396.79918445462,65140.96963162362,63549.51641525174,61951.16237012779,60345.84389346553,58736.05771125959
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,F,154474.53043325202,153347.1365775801,148849.02954065887,143861.66751661894,139878.77213108857,135450.99732156793,130891.53356646831,129704.32998406775,128277.3348266947,126619.6291793067,124751.86287935993
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,G,16904.066292878888,16070.898991374852,14853.090561410467,13615.810416203014,12563.011591130347,11531.202192072902,10563.003867182786,10125.232752165379,9671.938643218245,9208.35354523281,8740.78091570966
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,D,75121.92498874999,72906.74998578738,73494.9537021416,73465.06354006419,71408.00068747588,68968.60108300288,66147.68145212252,62698.05503657975,58915.941179187976,54799.844277504104,50287.919388725066
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,E,124332.30136717697,118202.54865550672,112516.56221781715,106585.99188866351,100304.89888781408,93836.85582915315,87204.5739690745,80370.26654541084,73436.29350969536,66419.56708224308,59259.72875910812
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,F,64448.61470612566,59532.5217693399,54305.7100408992,49345.60387196845,44805.120387145405,40489.5867278333,36387.450990277255,32543.414053884488,28877.549527109073,25382.658513091104,22023.461828339838
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,G,195620.77146308695,180865.13226113707,163524.13601235222,147147.75587755285,133092.01726066298,119729.78778245003,107043.8238048681,95258.14976599264,84060.7170793216,73439.17508908422,63299.15078970194
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,B,11412.65470920639,16970.82300807387,23234.9611824168,29601.97204940953,35671.47567873671,41829.52880575816,48042.87795154339,53688.01801714916,59362.016275492366,65065.58165507433,70800.94443083742
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,C,67820.31680056441,77399.413786732,87770.08874699404,98480.46448010798,109108.03809080552,120159.42724452112,131017.21725616266,136627.19782604164,142269.5911411103,147940.18001842065,153657.60689625118
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,D,63632.32093429248,69099.55845348071,74290.35799465842,79477.01697834137,84732.20933332235,90031.13054051719,94873.94908802677,96491.01011143817,98050.44340165325,99552.12508897603,101010.37275631576
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,E,40842.39041242261,44727.71780141382,48749.401132993895,52863.535480318176,57034.90023838934,61295.93834207881,65236.31110577568,66263.60765481813,67223.73970941869,68111.7713666693,68930.65107345447
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,F,54075.45801161675,59762.51908071253,64746.95600460133,69478.98665204171,74023.54539081447,78334.55222252483,82032.0748927063,82966.61589927172,83731.54566634755,84332.20870261148,84783.83814490664
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,G,17523.70939409636,18272.321989438424,18773.52475462719,19181.157248126976,19493.249066414595,19702.779312914587,19760.993903680217,19352.806857251526,18910.826413803712,18438.883431636797,17943.670104628094
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,A,7046.872890541334,15074.12054854463,23308.133126916753,31571.63423312281,39858.11067331578,48175.12997786152,56511.2940273127,64609.58429739995,72717.72314037514,80835.29840581452,88964.35602004132
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,B,12774.8263044149,14664.2780850416,17451.5282154909,20234.07913756166,23004.21507594644,25773.978757806344,28479.856437463866,30091.141976322815,31679.31269461431,33244.370855623485,34797.35709531704
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,C,6288.124070638667,6938.39027136056,7986.251354131586,9048.960932567034,10100.765150550984,11167.798453274921,12250.878351284233,12784.519813122633,13312.680576099021,13835.907396309694,14358.556516991815
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,D,989.1170781775098,1339.8247891510955,1925.2466984414614,2519.915163693473,3090.2276166921974,3656.1338215607293,4236.390125381071,4488.535646632734,4732.928204555064,4969.715111864623,5200.534114533419
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,B,1441.7588979282234,1853.6900116220015,2265.62112531578,2677.552239009558,3089.483352703336,3501.414466397114,3913.3455800908923,4325.27669378467,4737.207807478448,5149.138921172225,5561.070034866003
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,C,81074.28232386372,80747.13236537433,80225.19706558785,79640.2814104635,78925.2718247173,78165.30985954737,77356.14962465166,77078.78414591221,76771.48272834753,76436.42118220845,76068.9287506559
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,D,41262.38901444636,40539.32254518592,39521.56429410439,38504.203616488434,37494.99390086758,36488.66114716216,35506.710524546346,34848.369517863706,34195.513063376115,33548.89726827091,32905.24809991057
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,E,36318.632065515725,34619.06059043678,32668.17901492698,30805.36782904001,29037.165461400622,27351.210788389373,25782.38189403619,24540.61480686282,23354.124317268233,22220.841489414135,21133.826717844408
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,F,27041.969967363162,26594.14804892937,25990.008085913403,25383.696468377362,24801.966110097655,24216.461655308216,23651.15855051157,23100.93116646286,22551.93908369779,22004.59891302565,21457.252763417233
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,G,15913.558073505448,15331.032534151109,14663.292825735438,14017.314396740647,13408.489353432788,12817.954411672421,12270.910874310042,11760.254382004,11267.894106776474,10793.272062333392,10334.972998297542
Owner-occupied,C3,C3,Multi-family,Heating-District heating,A,2059.6555684688906,3192.46613112678,4325.27669378467,5458.08725644256,6590.89781910045,7723.70838175834,8856.51894441623,9989.329507074119,11122.140069732008,12254.950632389897,13387.761195047786
Owner-occupied,C3,C3,Multi-family,Heating-District heating,B,4690.405293208339,6151.613320197081,7761.5657168354355,9409.672073516653,11069.960706587746,12768.567799189697,14505.193384513144,16263.057248034711,18057.022384015338,19886.795740288508,21752.02558318195
Owner-occupied,C3,C3,Multi-family,Heating-District heating,C,12542.431277526408,14027.395337870483,15526.454929417676,17003.072270217497,18453.281799445474,19883.08535502949,21292.751214082822,22683.54339637251,24057.27431593388,25414.245940802197,26754.400386343983
Owner-occupied,C3,C3,Multi-family,Heating-District heating,D,20908.52165153941,21641.831638169584,22305.908780345664,22970.108249313627,23649.38870136391,24326.25877253705,24999.63694868508,25670.042863576607,26335.399087407663,26994.818001486616,27647.32408355304
Owner-occupied,C3,C3,Multi-family,Heating-District heating,E,19628.858152293105,19769.316381219858,19806.466129864704,19812.30143050002,19801.599157613462,19759.76861301049,19687.89183770433,19600.05275893881,19485.122588593964,19344.176994615398,19175.857435332186
Owner-occupied,C3,C3,Multi-family,Natural gas-Performance boiler,C,112383.56710943558,114263.805031144,116696.40435324829,119077.88104783163,121237.3671039149,123314.8495772393,125305.78875247505,127338.55339663402,129310.19041924129,131220.5166970355,133071.6436395224
Owner-occupied,C3,C3,Multi-family,Natural gas-Performance boiler,D,163906.71416350116,161673.7851492822,158720.5589683821,155736.49657752292,152845.2006247149,149925.11726677459,146959.56800765987,144518.25868134527,142079.7375860538,139643.84298842747,137212.33586979983
