,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,624,81.04,18.093354271337777,54.26669989331087,0,2006-01-27 00:00:00,2020
1,625,77.124,18.093354271337777,54.26669989331087,0,2006-01-27 01:00:00,2020
2,626,77.035,18.093354271337777,54.26669989331087,0,2006-01-27 02:00:00,2020
3,627,74.432,18.093354271337777,54.26669989331087,0,2006-01-27 03:00:00,2020
4,628,71.978,18.093354271337777,54.26669989331087,0,2006-01-27 04:00:00,2020
5,629,72.132,18.093354271337777,54.26669989331087,0,2006-01-27 05:00:00,2020
6,630,75.68900000000001,18.093354271337777,54.26669989331087,0,2006-01-27 06:00:00,2020
7,631,82.54,18.093354271337777,54.26669989331087,0,2006-01-27 07:00:00,2020
8,632,87.392,18.093354271337777,54.26669989331087,0,2006-01-27 08:00:00,2020
9,633,87.221,18.093354271337777,54.26669989331087,0,2006-01-27 09:00:00,2020
10,634,87.165,18.093354271337777,54.26669989331087,0,2006-01-27 10:00:00,2020
11,635,86.44200000000001,18.093354271337777,54.26669989331087,0,2006-01-27 11:00:00,2020
12,636,86.137,18.093354271337777,54.26669989331087,0,2006-01-27 12:00:00,2020
13,637,84.897,18.093354271337777,54.26669989331087,0,2006-01-27 13:00:00,2020
14,638,82.277,18.093354271337777,54.26669989331087,0,2006-01-27 14:00:00,2020
15,639,79.581,18.093354271337777,54.26669989331087,0,2006-01-27 15:00:00,2020
16,640,77.749,18.093354271337777,54.26669989331087,0,2006-01-27 16:00:00,2020
17,641,77.283,18.093354271337777,54.26669989331087,0,2006-01-27 17:00:00,2020
18,642,80.433,18.093354271337777,54.26669989331087,0,2006-01-27 18:00:00,2020
19,643,83.28,18.093354271337777,54.26669989331087,0,2006-01-27 19:00:00,2020
20,644,80.369,18.093354271337777,54.26669989331087,0,2006-01-27 20:00:00,2020
21,645,75.82900000000001,18.093354271337777,54.26669989331087,0,2006-01-27 21:00:00,2020
22,646,72.731,18.093354271337777,54.26669989331087,0,2006-01-27 22:00:00,2020
23,647,75.166,18.093354271337777,54.26669989331087,0,2006-01-27 23:00:00,2020
0,624,71.90065665614956,19.52757229433946,50.30892024196282,0,2006-01-27 00:00:00,2025
1,625,69.17007263545861,19.52757229433946,50.30892024196282,0,2006-01-27 01:00:00,2025
2,626,64.60480780829275,19.52757229433946,50.30892024196282,0,2006-01-27 02:00:00,2025
3,627,62.76707157536127,19.52757229433946,50.30892024196282,0,2006-01-27 03:00:00,2025
4,628,61.71227027465997,19.52757229433946,50.30892024196282,0,2006-01-27 04:00:00,2025
5,629,61.61415810975157,19.52757229433946,50.30892024196282,0,2006-01-27 05:00:00,2025
6,630,61.07843842704803,19.52757229433946,50.30892024196282,0,2006-01-27 06:00:00,2025
7,631,61.88166234898716,19.52757229433946,50.30892024196282,0,2006-01-27 07:00:00,2025
8,632,63.4412295942617,19.52757229433946,50.30892024196282,0,2006-01-27 08:00:00,2025
9,633,67.10934323347296,19.52757229433946,50.30892024196282,0,2006-01-27 09:00:00,2025
10,634,69.06617838785196,19.52757229433946,50.30892024196282,0,2006-01-27 10:00:00,2025
11,635,71.52230739440361,19.52757229433946,50.30892024196282,0,2006-01-27 11:00:00,2025
12,636,74.77192949857304,19.52757229433946,50.30892024196282,0,2006-01-27 12:00:00,2025
13,637,77.04213580960325,19.52757229433946,50.30892024196282,0,2006-01-27 13:00:00,2025
14,638,76.89539857529361,19.52757229433946,50.30892024196282,0,2006-01-27 14:00:00,2025
15,639,74.7323118030721,19.52757229433946,50.30892024196282,0,2006-01-27 15:00:00,2025
16,640,71.37717463035871,19.52757229433946,50.30892024196282,0,2006-01-27 16:00:00,2025
17,641,68.61145580365802,19.52757229433946,50.30892024196282,0,2006-01-27 17:00:00,2025
18,642,72.91219089627106,19.52757229433946,50.30892024196282,0,2006-01-27 18:00:00,2025
19,643,76.18656275815208,19.52757229433946,50.30892024196282,0,2006-01-27 19:00:00,2025
20,644,75.99534344432924,19.52757229433946,50.30892024196282,0,2006-01-27 20:00:00,2025
21,645,74.00987010109577,19.52757229433946,50.30892024196282,0,2006-01-27 21:00:00,2025
22,646,72.19173841674,19.52757229433946,50.30892024196282,0,2006-01-27 22:00:00,2025
23,647,72.05234755291201,19.52757229433946,50.30892024196282,0,2006-01-27 23:00:00,2025
0,624,76.6420649235812,22.79632007687179,44.53766186600925,0,2006-01-27 00:00:00,2030
1,625,73.83271599262108,22.79632007687179,44.53766186600925,0,2006-01-27 01:00:00,2030
2,626,69.25730913760431,22.79632007687179,44.53766186600925,0,2006-01-27 02:00:00,2030
3,627,67.43220773355877,22.79632007687179,44.53766186600925,0,2006-01-27 03:00:00,2030
4,628,66.3965793405094,22.79632007687179,44.53766186600925,0,2006-01-27 04:00:00,2030
5,629,66.325629136579,22.79632007687179,44.53766186600925,0,2006-01-27 05:00:00,2030
6,630,65.84139834156932,22.79632007687179,44.53766186600925,0,2006-01-27 06:00:00,2030
7,631,66.6905035471058,22.79632007687179,44.53766186600925,0,2006-01-27 07:00:00,2030
8,632,68.33584561847235,22.79632007687179,44.53766186600925,0,2006-01-27 08:00:00,2030
9,633,71.95064687908773,22.79632007687179,44.53766186600925,0,2006-01-27 09:00:00,2030
10,634,73.86786049835473,22.79632007687179,44.53766186600925,0,2006-01-27 10:00:00,2030
11,635,76.26055616904404,22.79632007687179,44.53766186600925,0,2006-01-27 11:00:00,2030
12,636,79.45337118451256,22.79632007687179,44.53766186600925,0,2006-01-27 12:00:00,2030
13,637,81.65859156932117,22.79632007687179,44.53766186600925,0,2006-01-27 13:00:00,2030
14,638,81.53861024113021,22.79632007687179,44.53766186600925,0,2006-01-27 14:00:00,2030
15,639,79.38544138306152,22.79632007687179,44.53766186600925,0,2006-01-27 15:00:00,2030
16,640,76.08623017112802,22.79632007687179,44.53766186600925,0,2006-01-27 16:00:00,2030
